,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.049,0.006,-0.171,0.226,3.876
1,0.049,0.0,-0.177,0.226,3.902
2,0.049,0.006,-0.171,0.226,3.929
3,0.049,0.006,-0.171,0.226,3.956
4,0.049,0.006,-0.171,0.226,3.982
5,0.049,0.006,-0.171,0.226,4.008
6,0.049,0.0,-0.177,0.226,4.034
7,0.188,0.006,-0.032,0.226,4.061
8,0.188,0.006,-0.032,0.226,4.066
9,0.049,0.006,-0.171,0.226,4.071
10,0.049,0.006,-0.171,0.226,4.097
11,0.049,0.0,-0.177,0.226,4.123
12,0.049,0.006,-0.171,0.226,4.15
13,0.188,0.006,-0.032,0.226,4.176
14,0.188,0.006,-0.032,0.226,4.181
15,0.049,0.006,-0.171,0.226,4.186
16,0.049,0.0,-0.177,0.226,4.212
17,0.049,0.006,-0.171,0.226,4.239
18,0.049,0.006,-0.171,0.226,4.265
19,0.049,0.006,-0.171,0.226,4.291
20,0.049,0.006,-0.171,0.226,4.317
21,0.049,0.0,-0.177,0.226,4.344
22,0.049,0.006,-0.171,0.226,4.371
23,0.049,0.006,-0.171,0.226,4.397
24,0.188,0.006,-0.032,0.226,4.423
25,0.188,0.006,-0.032,0.226,4.428
26,0.049,0.006,-0.171,0.226,4.433
27,0.049,0.0,-0.177,0.226,4.459
28,0.049,0.006,-0.171,0.226,4.486
29,0.049,0.006,-0.171,0.226,4.512
30,0.049,0.006,-0.171,0.226,4.538
31,0.049,0.006,-0.171,0.226,4.564
32,0.188,0.0,-0.038,0.226,4.59
33,0.188,0.006,-0.032,0.226,4.596
34,0.049,0.006,-0.171,0.226,4.601
35,0.049,0.006,-0.171,0.226,4.627
36,0.049,0.006,-0.171,0.226,4.653
37,0.049,0.0,-0.177,0.226,4.679
38,0.049,0.006,-0.171,0.226,4.707
39,0.188,0.006,-0.032,0.226,4.733
40,0.188,0.006,-0.032,0.226,4.738
41,0.049,0.006,-0.171,0.226,4.742
42,0.049,0.0,-0.177,0.226,4.769
43,0.109,0.006,-0.111,0.226,4.796
44,0.18899999999999997,0.006,-0.031,0.226,4.813
45,0.18899999999999997,0.006,-0.031,0.226,4.817
46,0.049,0.006,-0.171,0.226,4.822
47,0.049,0.006,-0.171,0.226,4.848
48,0.049,0.0,-0.177,0.226,4.874
49,0.049,0.006,-0.171,0.226,4.901
50,0.049,0.006,-0.171,0.226,4.927
51,0.188,0.006,-0.032,0.226,4.954
52,0.188,0.006,-0.032,0.226,4.958
53,0.049,0.0,-0.177,0.226,4.963
54,0.049,0.006,-0.171,0.226,4.99
55,0.049,0.006,-0.171,0.226,5.016
56,0.049,0.006,-0.171,0.226,5.043
57,0.049,0.006,-0.171,0.226,5.069
58,0.188,0.0,-0.038,0.226,5.095
59,0.20800000000000002,0.006,-0.012,0.226,5.101
60,0.049,0.006,-0.171,0.226,5.102
61,0.049,0.006,-0.171,0.226,5.129
62,0.049,0.006,-0.171,0.226,5.155
63,0.049,0.0,-0.177,0.226,5.181
64,0.049,0.006,-0.171,0.226,5.208
65,0.188,0.006,-0.032,0.226,5.234
66,0.188,0.006,-0.032,0.226,5.239
67,0.049,0.006,-0.171,0.226,5.244
68,0.049,0.0,-0.177,0.226,5.27
69,0.057,0.006,-0.163,0.226,5.297
70,0.821,0.006,0.601,0.226,5.322
71,0.821,0.006,0.601,0.226,5.23
