,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.054000000000000006,0.006,-0.347,0.407,3.903
1,0.365,0.006,-0.069,0.44,3.956
2,0.365,0.006,-0.069,0.44,3.967
3,0.054000000000000006,0.006,-0.38,0.44,3.978
4,0.054000000000000006,0.006,-0.38,0.44,4.036
5,0.054000000000000006,0.006,-0.38,0.44,4.094
6,0.054000000000000006,0.006,-0.38,0.44,4.152
7,0.054000000000000006,0.006,-0.38,0.44,4.211
8,0.054000000000000006,0.006,-0.38,0.44,4.269
9,0.054000000000000006,0.006,-0.38,0.44,4.327
10,0.16,0.006,-0.274,0.44,4.385
11,0.16,0.006,-0.274,0.44,4.427
12,0.054000000000000006,0.006,-0.38,0.44,4.469
13,0.054000000000000006,0.0,-0.386,0.44,4.528
14,0.054000000000000006,0.006,-0.38,0.44,4.587
15,0.054000000000000006,0.006,-0.38,0.44,4.645
16,0.054000000000000006,0.006,-0.38,0.44,4.703
17,0.054000000000000006,0.006,-0.38,0.44,4.762
18,0.054000000000000006,0.006,-0.38,0.44,4.82
19,0.16,0.006,-0.274,0.44,4.878
20,0.16,0.006,-0.274,0.44,4.92
21,0.054000000000000006,0.006,-0.38,0.44,4.962
22,0.054000000000000006,0.006,-0.38,0.44,5.021
23,0.054000000000000006,0.006,-0.38,0.44,5.079
24,0.054000000000000006,0.006,-0.38,0.44,5.137
25,0.054000000000000006,0.006,-0.38,0.44,5.195
26,0.054000000000000006,0.006,-0.38,0.44,5.254
27,0.16,0.006,-0.274,0.44,5.312
28,0.16,0.0,-0.28,0.44,5.354
29,0.054000000000000006,0.006,-0.38,0.44,5.397
30,0.054000000000000006,0.006,-0.38,0.44,5.455
31,0.054000000000000006,0.006,-0.38,0.44,5.513
32,0.054000000000000006,0.006,-0.38,0.44,5.572
33,0.054000000000000006,0.006,-0.38,0.44,5.63
34,0.16,0.006,-0.274,0.44,5.688
35,0.16,0.006,-0.274,0.44,5.73
36,0.054000000000000006,0.006,-0.38,0.44,5.772
37,0.054000000000000006,0.006,-0.38,0.44,5.83
38,0.054000000000000006,0.006,-0.38,0.44,5.889
39,0.054000000000000006,0.006,-0.38,0.44,5.947
40,0.16,0.006,-0.274,0.44,6.005
41,0.16,0.006,-0.274,0.44,6.047
42,0.054000000000000006,0.0,-0.386,0.44,6.089
43,0.054000000000000006,0.006,-0.38,0.44,6.148
44,0.215,0.006,-0.219,0.44,6.207
45,0.237,0.006,-0.197,0.44,6.24
46,0.33799999999999997,0.006,-0.096,0.44,6.27
47,0.318,0.006,-0.116,0.44,6.285
48,0.159,0.006,-0.275,0.44,6.303
49,0.281,0.006,-0.153,0.44,6.345
50,0.314,0.006,-0.12,0.44,6.369
51,0.494,0.006,0.06,0.44,6.387
52,0.45399999999999996,0.006,0.02,0.44,6.378
53,2.755,0.006,2.321,0.44,6.375
54,2.755,0.006,2.321,0.44,6.019
55,0.379,0.006,-0.055,0.44,5.663
56,0.366,0.006,-0.068,0.44,5.671
57,0.366,0.0,-0.074,0.44,5.682
58,0.366,0.006,-0.068,0.44,5.693
59,0.366,0.006,-0.068,0.44,5.703
