,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.034,0.0,-0.184,0.218,3.878
1,0.034,0.006,-0.178,0.218,3.906
2,0.034,0.006,-0.178,0.218,3.934
3,0.034,0.006,-0.178,0.218,3.961
4,0.034,0.006,-0.178,0.218,3.988
5,0.034,0.0,-0.184,0.218,4.016
6,0.034,0.006,-0.178,0.218,4.044
7,0.20800000000000002,0.006,-0.004,0.218,4.071
8,0.20800000000000002,0.006,-0.004,0.218,4.072
9,0.034,0.006,-0.178,0.218,4.072
10,0.034,0.006,-0.178,0.218,4.1
11,0.034,0.0,-0.184,0.218,4.127
12,0.034,0.006,-0.178,0.218,4.155
13,0.034,0.006,-0.178,0.218,4.182
14,0.034,0.006,-0.178,0.218,4.21
15,0.20800000000000002,0.006,-0.004,0.218,4.237
16,0.20800000000000002,0.0,-0.01,0.218,4.237
17,0.034,0.006,-0.178,0.218,4.239
18,0.034,0.006,-0.178,0.218,4.266
19,0.034,0.006,-0.178,0.218,4.294
20,0.034,0.006,-0.178,0.218,4.321
21,0.034,0.0,-0.184,0.218,4.348
22,0.20800000000000002,0.006,-0.004,0.218,4.376
23,0.20800000000000002,0.006,-0.004,0.218,4.377
24,0.034,0.006,-0.178,0.218,4.378
25,0.034,0.006,-0.178,0.218,4.405
26,0.034,0.0,-0.184,0.218,4.432
27,0.034,0.006,-0.178,0.218,4.46
28,0.034,0.006,-0.178,0.218,4.488
29,0.20800000000000002,0.006,-0.004,0.218,4.515
30,0.20800000000000002,0.006,-0.004,0.218,4.515
31,0.034,0.006,-0.178,0.218,4.516
32,0.034,0.0,-0.184,0.218,4.543
33,0.034,0.006,-0.178,0.218,4.572
34,0.034,0.006,-0.178,0.218,4.599
35,0.034,0.006,-0.178,0.218,4.626
36,0.034,0.006,-0.178,0.218,4.653
37,0.034,0.0,-0.184,0.218,4.681
38,0.034,0.006,-0.178,0.218,4.709
39,0.034,0.006,-0.178,0.218,4.736
40,0.20800000000000002,0.006,-0.004,0.218,4.763
41,0.20800000000000002,0.006,-0.004,0.218,4.764
42,0.20800000000000002,0.0,-0.01,0.218,4.765
43,0.034,0.006,-0.178,0.218,4.766
44,0.034,0.006,-0.178,0.218,4.793
45,0.034,0.006,-0.178,0.218,4.821
46,0.034,0.006,-0.178,0.218,4.848
47,0.034,0.006,-0.178,0.218,4.875
48,0.034,0.0,-0.184,0.218,4.903
49,0.20800000000000002,0.006,-0.004,0.218,4.931
50,0.20800000000000002,0.006,-0.004,0.218,4.931
51,0.134,0.006,-0.078,0.218,4.932
52,0.18899999999999997,0.006,-0.023,0.218,4.944
53,0.18899999999999997,0.0,-0.029,0.218,4.947
54,0.034,0.006,-0.178,0.218,4.952
55,0.106,0.006,-0.106,0.218,4.979
56,2.089,0.006,1.877,0.218,4.995
57,2.089,0.006,1.877,0.218,4.708
58,0.33,0.0,0.112,0.218,4.42
59,0.33,0.006,0.118,0.218,4.403
60,0.106,0.006,-0.106,0.218,4.385
61,0.106,0.006,-0.106,0.218,4.401
62,0.106,0.006,-0.106,0.218,4.417
63,0.106,0.0,-0.112,0.218,4.433
64,0.106,0.006,-0.106,0.218,4.45
65,0.28300000000000003,0.006,0.071,0.218,4.467
66,0.106,0.006,-0.106,0.218,4.456
67,0.106,0.006,-0.106,0.218,4.472
68,0.775,0.0,0.557,0.218,4.488
69,0.20800000000000002,0.006,-0.004,0.218,4.403
70,0.20800000000000002,0.006,-0.004,0.218,4.403
71,0.034,0.006,-0.178,0.218,4.404
72,0.034,0.006,-0.178,0.218,4.431
73,0.034,0.0,-0.184,0.218,4.459
74,0.034,0.006,-0.178,0.218,4.487
75,0.034,0.006,-0.178,0.218,4.514
76,0.20800000000000002,0.006,-0.004,0.218,4.541
77,0.20800000000000002,0.006,-0.004,0.218,4.542
78,0.034,0.006,-0.178,0.218,4.543
79,0.034,0.0,-0.184,0.218,4.57
80,0.034,0.006,-0.178,0.218,4.598
81,0.034,0.006,-0.178,0.218,4.625
82,0.034,0.006,-0.178,0.218,4.653
83,0.034,0.006,-0.178,0.218,4.68
84,0.20800000000000002,0.0,-0.01,0.218,4.707
85,0.20800000000000002,0.006,-0.004,0.218,4.709
86,0.034,0.006,-0.178,0.218,4.709
87,0.034,0.006,-0.178,0.218,4.737
88,0.034,0.006,-0.178,0.218,4.764
89,0.034,0.0,-0.184,0.218,4.791
90,0.034,0.006,-0.178,0.218,4.819
91,0.034,0.006,-0.178,0.218,4.847
92,0.034,0.006,-0.178,0.218,4.874
93,0.20800000000000002,0.006,-0.004,0.218,4.901
94,0.20800000000000002,0.0,-0.01,0.218,4.902
95,0.034,0.006,-0.178,0.218,4.903
96,0.034,0.006,-0.178,0.218,4.931
97,0.034,0.006,-0.178,0.218,4.958
98,0.034,0.006,-0.178,0.218,4.985
99,0.034,0.006,-0.178,0.218,5.013
100,0.20800000000000002,0.0,-0.01,0.218,5.04
101,0.20800000000000002,0.006,-0.004,0.218,5.041
102,0.034,0.006,-0.178,0.218,5.042
103,0.034,0.006,-0.178,0.218,5.069
104,0.034,0.006,-0.178,0.218,5.097
105,0.034,0.0,-0.184,0.218,5.124
106,0.034,0.006,-0.178,0.218,5.152
107,0.034,0.006,-0.178,0.218,5.179
108,0.20800000000000002,0.006,-0.004,0.218,5.207
109,0.20800000000000002,0.006,-0.004,0.218,5.207
110,0.034,0.0,-0.184,0.218,5.208
111,0.048,0.006,-0.164,0.218,5.236
112,0.5479999999999999,0.006,0.336,0.218,5.261
113,0.098,0.006,-0.114,0.218,5.21
114,0.457,0.006,0.245,0.218,5.227
115,0.599,0.0,0.381,0.218,5.189
116,2.146,0.006,1.934,0.218,5.131
117,0.514,0.006,0.302,0.218,4.834
