,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.045,0.006,-0.241,0.292,3.887
1,0.045,0.006,-0.388,0.439,3.924
2,0.045,0.006,-0.388,0.439,3.983
3,0.045,0.006,-0.388,0.439,4.043
4,0.045,0.006,-0.388,0.439,4.102
5,0.045,0.006,-0.388,0.439,4.162
6,0.233,0.006,-0.2,0.439,4.221
7,0.233,0.006,-0.2,0.439,4.252
8,0.045,0.006,-0.388,0.439,4.283
9,0.152,0.006,-0.281,0.439,4.342
10,0.152,0.006,-0.281,0.439,4.385
11,0.045,0.0,-0.394,0.439,4.428
12,0.045,0.006,-0.388,0.439,4.489
13,0.233,0.006,-0.2,0.439,4.548
14,0.233,0.006,-0.2,0.439,4.579
15,0.045,0.006,-0.388,0.439,4.61
16,0.045,0.006,-0.388,0.439,4.669
17,0.152,0.006,-0.281,0.439,4.729
18,0.045,0.006,-0.388,0.439,4.772
19,0.045,0.006,-0.388,0.439,4.831
20,0.233,0.006,-0.2,0.439,4.891
21,0.233,0.006,-0.2,0.439,4.922
22,0.233,0.006,-0.2,0.439,4.952
23,0.152,0.006,-0.281,0.439,4.983
24,0.045,0.006,-0.388,0.439,5.026
25,0.045,0.0,-0.394,0.439,5.085
26,0.045,0.006,-0.388,0.439,5.146
27,0.045,0.006,-0.388,0.439,5.205
28,0.045,0.006,-0.388,0.439,5.265
29,0.045,0.006,-0.388,0.439,5.324
30,0.045,0.006,-0.388,0.439,5.384
31,0.152,0.006,-0.281,0.439,5.443
32,0.152,0.006,-0.281,0.439,5.486
33,0.045,0.006,-0.388,0.439,5.53
34,0.045,0.006,-0.388,0.439,5.589
35,0.233,0.006,-0.2,0.439,5.649
36,0.233,0.006,-0.2,0.439,5.679
37,0.045,0.006,-0.388,0.439,5.71
38,0.152,0.006,-0.281,0.439,5.769
39,0.152,0.0,-0.287,0.439,5.813
40,0.045,0.006,-0.388,0.439,5.857
41,0.045,0.006,-0.388,0.439,5.916
42,0.045,0.006,-0.388,0.439,5.976
43,0.045,0.006,-0.388,0.439,6.035
44,0.045,0.006,-0.388,0.439,6.095
45,0.233,0.006,-0.2,0.439,6.154
46,0.233,0.006,-0.2,0.439,6.185
47,0.045,0.006,-0.388,0.439,6.215
48,0.045,0.006,-0.388,0.439,6.275
49,0.045,0.006,-0.388,0.439,6.334
50,0.045,0.006,-0.388,0.439,6.394
51,0.045,0.006,-0.388,0.439,6.453
52,0.045,0.006,-0.388,0.439,6.513
53,0.34,0.0,-0.099,0.439,6.572
54,0.34,0.006,-0.093,0.439,6.588
55,0.233,0.006,-0.2,0.439,6.602
56,0.045,0.006,-0.388,0.439,6.633
57,0.045,0.006,-0.388,0.439,6.692
58,0.045,0.006,-0.388,0.439,6.752
59,0.057,0.006,-0.376,0.439,6.811
60,0.045,0.006,-0.388,0.439,6.869
61,0.152,0.006,-0.281,0.439,6.928
62,0.152,0.006,-0.281,0.439,6.971
63,0.233,0.006,-0.2,0.439,7.014
64,0.233,0.006,-0.2,0.439,7.045
65,0.045,0.006,-0.388,0.439,7.076
66,0.045,0.0,-0.394,0.439,7.135
67,0.057,0.006,-0.376,0.439,7.196
68,0.057,0.006,-0.376,0.439,7.253
69,0.057,0.006,-0.376,0.439,7.311
70,0.245,0.006,-0.188,0.439,7.369
71,0.245,0.006,-0.188,0.439,7.398
72,0.152,0.006,-0.281,0.439,7.426
73,0.045,0.0,-0.394,0.439,7.469
74,0.045,0.006,-0.388,0.439,7.53
75,0.045,0.006,-0.388,0.439,7.589
76,0.215,0.006,-0.218,0.439,7.649
77,0.336,0.006,-0.097,0.439,7.682
78,0.524,0.006,0.091,0.439,7.697
79,0.524,0.0,0.085,0.439,7.683
80,0.336,0.006,-0.097,0.439,7.67
81,0.336,0.006,-0.097,0.439,7.685
82,0.348,1.9140000000000001,1.676,0.586,7.7
83,0.348,3.702,3.0,1.05,7.443
84,0.426,3.6959999999999997,3.0,1.122,6.983
85,0.152,3.6959999999999997,3.0,0.848,6.523
86,0.045,3.684,3.0,0.729,6.063
87,0.045,3.684,3.0,0.729,5.603
88,0.233,3.684,3.0,0.917,5.143
89,0.233,3.684,3.0,0.917,4.683
90,0.152,3.684,3.0,0.836,4.223
91,0.152,3.678,3.0,0.83,3.763
92,0.045,3.678,3.0,0.723,3.303
93,0.045,3.678,3.0,0.723,2.843
94,0.045,3.678,3.0,0.723,2.383
95,0.045,2.964,2.423,0.586,1.923
96,0.152,1.578,1.144,0.586,1.552
97,0.34,0.024,-0.222,0.586,1.376
98,0.233,0.006,-0.347,0.586,1.41
99,0.045,0.006,-0.535,0.586,1.463
100,0.045,0.006,-0.535,0.586,1.545
101,0.045,0.006,-0.535,0.586,1.628
102,0.045,0.006,-0.535,0.586,1.71
103,0.152,0.006,-0.428,0.586,1.792
104,0.152,0.006,-0.428,0.586,1.857
105,0.233,0.006,-0.347,0.586,1.923
106,0.233,0.006,-0.347,0.586,1.976
107,0.045,0.006,-0.535,0.586,2.029
108,0.045,0.006,-0.535,0.586,2.111
109,0.152,0.006,-0.428,0.586,2.193
110,0.152,0.0,-0.434,0.586,2.259
111,0.045,0.006,-0.535,0.586,2.326
112,0.233,0.006,-0.347,0.586,2.408
113,0.233,0.006,-0.347,0.586,2.461
114,0.045,0.006,-0.535,0.586,2.514
115,0.045,0.006,-0.535,0.586,2.596
116,0.152,0.006,-0.428,0.586,2.678
117,0.152,0.006,-0.428,0.586,2.744
118,0.045,0.006,-0.535,0.586,2.81
119,0.045,0.006,-0.535,0.586,2.892
120,0.233,0.006,-0.347,0.586,2.974
121,0.233,0.006,-0.347,0.586,3.027
122,0.045,0.006,-0.535,0.586,3.08
123,0.045,0.0,-0.541,0.586,3.162
124,0.045,0.006,-0.535,0.586,3.245
125,0.045,0.006,-0.535,0.586,3.327
126,0.045,0.006,-0.535,0.586,3.409
127,0.045,0.006,-0.535,0.586,3.491
128,0.152,0.006,-0.428,0.586,3.573
