,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.046,0.006,-0.286,0.338,3.894
1,0.046,0.006,-0.579,0.631,3.938
2,0.046,0.006,-0.579,0.631,4.027
3,0.046,0.006,-0.579,0.631,4.115
4,0.046,0.006,-0.579,0.631,4.204
5,0.046,0.006,-0.579,0.631,4.293
6,0.046,0.006,-0.579,0.631,4.382
7,0.046,0.0,-0.585,0.631,4.471
8,0.046,0.006,-0.579,0.631,4.56
9,0.154,0.006,-0.471,0.631,4.649
10,0.154,0.006,-0.471,0.631,4.722
11,0.046,0.006,-0.579,0.631,4.794
12,0.046,0.006,-0.579,0.631,4.883
13,0.046,0.006,-0.579,0.631,4.971
14,0.046,0.006,-0.579,0.631,5.06
15,0.154,0.006,-0.471,0.631,5.149
16,0.154,0.006,-0.471,0.631,5.221
17,0.046,0.006,-0.579,0.631,5.294
18,0.046,0.006,-0.579,0.631,5.382
19,0.046,0.006,-0.579,0.631,5.471
20,0.046,0.006,-0.579,0.631,5.56
21,0.046,0.0,-0.585,0.631,5.649
22,0.046,0.006,-0.579,0.631,5.739
23,0.046,0.006,-0.579,0.631,5.827
24,0.046,0.006,-0.579,0.631,5.916
25,0.046,0.006,-0.579,0.631,6.005
26,0.046,0.006,-0.579,0.631,6.094
27,0.046,0.006,-0.579,0.631,6.183
28,0.046,0.006,-0.579,0.631,6.272
29,0.154,0.006,-0.471,0.631,6.36
30,0.154,0.006,-0.471,0.631,6.433
31,0.046,0.006,-0.579,0.631,6.505
32,0.046,0.006,-0.579,0.631,6.594
33,0.046,0.006,-0.579,0.631,6.683
34,0.17800000000000002,0.006,-0.447,0.631,6.771
35,0.13,0.0,-0.501,0.631,6.84
36,2.3890000000000002,0.006,1.764,0.631,6.917
37,0.11800000000000001,0.006,-0.507,0.631,6.646
38,0.28600000000000003,0.006,-0.339,0.631,6.724
39,0.28600000000000003,0.006,-0.339,0.631,6.776
40,0.07,0.006,-0.555,0.631,6.828
41,0.066,0.006,-0.559,0.631,6.913
42,0.126,0.006,-0.499,0.631,6.999
43,8.894,0.006,3.0,5.9,7.076
44,0.11800000000000001,0.006,-0.507,0.631,6.616
45,0.226,0.006,-0.399,0.631,6.693
46,0.214,0.006,-0.411,0.631,6.755
47,0.11800000000000001,0.006,-0.507,0.631,6.818
48,0.166,0.006,-0.459,0.631,6.895
49,0.13,0.0,-0.501,0.631,6.966
50,0.19,0.006,-0.435,0.631,7.043
51,0.266,0.006,-0.359,0.631,7.109
52,0.20600000000000002,0.006,-0.419,0.631,7.165
53,0.098,0.006,-0.527,0.631,7.229
54,0.17,0.006,-0.455,0.631,7.31
55,3.967,0.006,3.0,0.973,7.38
56,3.955,0.006,3.0,0.961,6.92
57,0.158,0.006,-0.467,0.631,6.46
58,0.158,0.006,-0.467,0.631,6.531
59,0.266,0.006,-0.359,0.631,6.603
60,0.266,0.006,-0.359,0.631,6.658
61,0.17,0.006,-0.455,0.631,6.713
62,0.23,0.006,-0.395,0.631,6.783
63,0.218,0.006,-0.407,0.631,6.843
64,0.218,0.0,-0.413,0.631,6.906
65,0.218,0.006,-0.407,0.631,6.969
66,0.28600000000000003,0.006,-0.339,0.631,7.032
67,0.298,0.006,-0.327,0.631,7.084
68,4.6,0.006,3.0,1.606,7.134
69,4.6,0.006,3.0,1.606,6.674
70,2.617,0.006,1.992,0.631,6.214
71,2.617,0.006,1.992,0.631,5.908
72,2.617,0.006,1.992,0.631,5.603
73,2.617,0.006,1.992,0.631,5.298
74,0.11800000000000001,0.006,-0.507,0.631,4.992
75,0.226,0.006,-0.399,0.631,5.07
76,0.40299999999999997,0.006,-0.222,0.631,5.131
77,0.11800000000000001,0.006,-0.507,0.631,5.165
78,0.11800000000000001,0.0,-0.513,0.631,5.243
79,0.11800000000000001,0.006,-0.507,0.631,5.322
80,0.613,0.006,-0.012,0.631,5.4
81,0.046,0.006,-0.579,0.631,5.401
82,0.046,0.006,-0.579,0.631,5.49
83,0.046,0.006,-0.579,0.631,5.579
84,0.046,0.006,-0.579,0.631,5.668
85,0.046,0.0,-0.585,0.631,5.757
86,0.046,0.006,-0.579,0.631,5.846
87,0.046,0.006,-0.579,0.631,5.935
88,0.046,0.006,-0.579,0.631,6.024
89,0.154,0.006,-0.471,0.631,6.113
90,0.154,0.006,-0.471,0.631,6.185
91,0.046,0.0,-0.585,0.631,6.257
92,0.046,0.006,-0.579,0.631,6.347
93,0.046,0.006,-0.579,0.631,6.436
94,0.046,0.006,-0.579,0.631,6.525
95,0.154,0.006,-0.471,0.631,6.614
96,0.154,0.0,-0.477,0.631,6.686
97,0.046,0.006,-0.579,0.631,6.759
98,0.046,0.006,-0.579,0.631,6.848
99,0.046,0.006,-0.579,0.631,6.937
100,0.046,0.006,-0.579,0.631,7.026
101,0.046,0.0,-0.585,0.631,7.114
102,0.154,0.006,-0.471,0.631,7.204
103,0.154,0.006,-0.471,0.631,7.276
104,0.046,0.006,-0.579,0.631,7.349
105,0.106,0.006,-0.519,0.631,7.437
106,0.057,0.0,-0.574,0.631,7.517
107,0.252,0.006,-0.373,0.631,7.605
108,0.38,0.006,-0.245,0.631,7.662
109,2.395,0.006,1.711,0.69,7.7
110,2.342,0.006,1.658,0.69,7.438
111,2.454,0.006,1.77,0.69,7.183
112,0.47100000000000003,0.0,-0.219,0.69,6.912
113,0.47100000000000003,0.006,-0.213,0.69,6.945
114,0.568,0.006,-0.116,0.69,6.978
115,0.579,0.006,-0.105,0.69,6.996
116,0.47100000000000003,0.006,-0.213,0.69,7.012
117,0.45899999999999996,0.0,-0.231,0.69,7.044
118,0.479,0.006,-0.205,0.69,7.08
119,0.539,0.006,-0.145,0.69,7.111
120,0.6559999999999999,0.006,-0.028,0.69,7.133
121,0.5870000000000001,0.006,-0.097,0.69,7.137
122,0.504,0.0,-0.186,0.69,7.152
123,0.408,0.006,-0.276,0.69,7.181
124,0.408,0.006,-0.276,0.69,7.223
125,0.38799999999999996,0.006,-0.296,0.69,7.265
126,0.41100000000000003,0.006,-0.273,0.69,7.311
127,0.39899999999999997,0.0,-0.291,0.69,7.352
128,0.39899999999999997,0.006,-0.285,0.69,7.397
129,0.359,0.006,-0.325,0.69,7.441
130,0.359,0.006,-0.325,0.69,7.49
131,0.371,0.006,-0.313,0.69,7.54
132,0.299,0.0,-0.391,0.69,7.588
133,0.344,0.006,-0.34,0.69,7.648
134,0.344,2.178,1.598,0.924,7.7
135,0.196,3.702,2.974,0.924,7.455
136,0.23600000000000002,3.6959999999999997,3.0,0.932,6.999
137,0.23600000000000002,3.6959999999999997,3.0,0.932,6.539
138,0.046,3.684,2.806,0.924,6.079
139,0.046,3.69,2.812,0.924,5.649
140,0.154,3.684,2.914,0.924,5.218
141,0.154,3.684,2.914,0.924,4.771
142,0.046,3.684,2.806,0.924,4.324
143,0.046,3.684,-0.286,4.016,3.894
