,load_kW,ev_kW,power_kW,flow_kW,energy_kWh
0,0.053,0.006,-0.202,0.261,3.881
1,0.053,0.006,-0.202,0.261,3.912
2,0.053,0.0,-0.208,0.261,3.943
3,0.223,0.006,-0.032,0.261,3.975
4,0.223,0.006,-0.032,0.261,3.98
5,0.053,0.006,-0.202,0.261,3.985
6,0.053,0.006,-0.202,0.261,4.016
7,0.053,0.0,-0.208,0.261,4.047
8,0.053,0.006,-0.202,0.261,4.079
9,0.053,0.006,-0.202,0.261,4.11
10,0.053,0.006,-0.202,0.261,4.141
11,0.053,0.006,-0.202,0.261,4.172
12,0.053,0.0,-0.208,0.261,4.203
13,0.053,0.006,-0.202,0.261,4.235
14,0.223,0.006,-0.032,0.261,4.266
15,0.223,0.006,-0.032,0.261,4.271
16,0.053,0.006,-0.202,0.261,4.276
17,0.053,0.0,-0.208,0.261,4.307
18,0.053,0.006,-0.202,0.261,4.339
19,0.053,0.006,-0.202,0.261,4.37
20,0.053,0.006,-0.202,0.261,4.401
21,0.053,0.006,-0.202,0.261,4.432
22,0.223,0.006,-0.032,0.261,4.463
23,0.223,0.0,-0.038,0.261,4.468
24,0.053,0.006,-0.202,0.261,4.473
25,0.053,0.006,-0.202,0.261,4.504
26,0.053,0.006,-0.202,0.261,4.535
27,0.053,0.006,-0.202,0.261,4.567
28,0.053,0.0,-0.208,0.261,4.598
29,0.053,0.006,-0.202,0.261,4.629
30,0.053,0.006,-0.202,0.261,4.66
31,0.223,0.006,-0.032,0.261,4.691
32,0.223,0.006,-0.032,0.261,4.696
33,0.053,0.0,-0.208,0.261,4.701
34,0.053,0.006,-0.202,0.261,4.733
35,0.053,0.006,-0.202,0.261,4.764
36,0.053,0.006,-0.202,0.261,4.795
37,0.053,0.006,-0.202,0.261,4.826
38,0.053,0.0,-0.208,0.261,4.857
39,0.115,0.006,-0.14,0.261,4.889
40,0.115,0.006,-0.14,0.261,4.911
41,0.053,0.006,-0.202,0.261,4.932
42,0.223,0.006,-0.032,0.261,4.963
43,0.223,0.006,-0.032,0.261,4.968
44,0.053,0.0,-0.208,0.261,4.973
45,0.053,0.006,-0.202,0.261,5.005
46,0.113,0.006,-0.142,0.261,5.036
47,0.073,0.006,-0.182,0.261,5.058
48,0.073,0.006,-0.182,0.261,5.086
49,0.413,0.0,0.152,0.261,5.114
50,0.28300000000000003,0.006,0.028,0.261,5.091
51,0.113,0.006,-0.142,0.261,5.086
52,0.113,0.006,-0.142,0.261,5.108
53,0.213,0.006,-0.042,0.261,5.13
54,0.233,0.0,-0.028,0.261,5.136
55,0.253,0.006,-0.002,0.261,5.141
56,2.391,0.006,2.136,0.261,5.141
57,2.271,0.006,2.016,0.261,4.814
58,0.44299999999999995,0.006,0.188,0.261,4.504
59,0.44299999999999995,0.0,0.182,0.261,4.476
60,0.253,0.006,-0.002,0.261,4.448
61,0.245,0.006,-0.01,0.261,4.448
62,0.305,0.006,0.05,0.261,4.45
63,0.45899999999999996,0.006,0.204,0.261,4.442
64,0.479,0.0,0.218,0.261,4.411
65,0.7390000000000001,0.006,0.484,0.261,4.377
66,0.8370000000000001,0.006,0.582,0.261,4.303
67,0.655,0.006,0.4,0.261,4.214
68,0.585,0.006,0.33,0.261,4.153
69,0.5720000000000001,0.006,0.317,0.261,4.102
70,0.5720000000000001,0.0,0.311,0.261,4.054
71,0.431,0.006,0.176,0.261,4.006
72,0.431,0.006,0.176,0.261,3.979
73,0.541,0.006,0.286,0.261,3.952
74,0.541,0.006,0.286,0.261,3.908
75,0.311,0.0,0.05,0.261,3.865
76,0.311,0.006,0.056,0.261,3.857
77,0.311,0.006,0.056,0.261,3.848
78,0.053,0.006,-0.202,0.261,3.84
79,0.053,0.006,-0.202,0.261,3.871
80,0.053,0.0,-0.208,0.261,3.902
81,0.053,0.006,-0.202,0.261,3.934
82,0.053,0.006,-0.202,0.261,3.965
83,0.053,0.006,-0.202,0.261,3.996
84,0.223,0.006,-0.032,0.261,4.027
85,0.223,0.0,-0.038,0.261,4.032
86,0.053,0.006,-0.202,0.261,4.038
87,0.053,0.006,-0.202,0.261,4.069
88,0.053,0.006,-0.202,0.261,4.1
89,0.053,0.006,-0.202,0.261,4.131
90,0.053,0.006,-0.202,0.261,4.162
91,0.223,0.0,-0.038,0.261,4.193
92,0.223,0.006,-0.032,0.261,4.198
93,0.053,0.006,-0.202,0.261,4.203
94,0.053,0.006,-0.202,0.261,4.234
95,0.053,0.006,-0.202,0.261,4.265
96,0.053,0.0,-0.208,0.261,4.296
97,0.053,0.006,-0.202,0.261,4.328
98,0.223,0.006,-0.032,0.261,4.359
99,0.223,0.006,-0.032,0.261,4.364
100,0.223,0.006,-0.032,0.261,4.369
101,0.053,0.0,-0.208,0.261,4.374
102,0.053,0.006,-0.202,0.261,4.406
103,0.053,0.006,-0.202,0.261,4.437
104,0.053,0.006,-0.202,0.261,4.468
105,0.053,0.006,-0.202,0.261,4.499
106,0.053,0.0,-0.208,0.261,4.53
107,0.053,0.006,-0.202,0.261,4.562
108,0.053,0.006,-0.202,0.261,4.593
109,0.223,0.006,-0.032,0.261,4.624
110,0.223,0.006,-0.032,0.261,4.629
111,0.053,0.006,-0.202,0.261,4.634
112,0.053,0.0,-0.208,0.261,4.665
113,0.053,0.006,-0.202,0.261,4.697
114,0.053,0.006,-0.202,0.261,4.728
115,0.053,0.006,-0.202,0.261,4.759
116,0.053,0.006,-0.202,0.261,4.79
117,0.223,0.0,-0.038,0.261,4.821
118,0.223,0.006,-0.032,0.261,4.827
119,0.053,0.006,-0.202,0.261,4.832
120,0.053,0.006,-0.202,0.261,4.863
121,0.053,0.006,-0.202,0.261,4.894
122,0.053,0.0,-0.208,0.261,4.925
123,0.053,0.006,-0.202,0.261,4.957
124,0.053,0.006,-0.202,0.261,4.988
125,0.053,0.006,-0.202,0.261,5.019
126,0.053,0.006,-0.202,0.261,5.05
127,0.34700000000000003,0.0,0.086,0.261,5.081
128,0.396,0.006,0.141,0.261,5.068
129,0.6759999999999999,0.006,0.421,0.261,5.046
130,0.6759999999999999,0.006,0.421,0.261,4.982
131,2.9739999999999998,0.006,2.719,0.261,4.917
132,0.611,0.0,0.35,0.261,4.5
133,0.701,0.006,0.446,0.261,4.447
134,0.7609999999999999,0.006,0.506,0.261,4.378
135,0.752,0.006,0.497,0.261,4.301
136,0.6920000000000001,0.006,0.437,0.261,4.225
137,0.922,0.006,0.667,0.261,4.158
138,0.721,0.0,0.46,0.261,4.055
139,0.6609999999999999,0.006,0.406,0.261,3.985
