;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15
0;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003;-0.00038500000000000003
1;-0.000321;-0.000321;-0.000321;-0.000321;-0.000321;-0.000321;-0.000321;-0.000321;-0.000321;-0.000321;-0.000321;-0.000321;-0.000321;-0.000321;-0.000321;-0.000321
2;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996;-0.00033299999999999996
3;-0.000411;-0.000411;-0.000411;-0.000411;-0.000411;-0.000411;-0.000411;-0.000411;-0.000411;-0.000411;-0.000411;-0.000411;-0.000411;-0.000411;-0.000411;-0.000411
4;-0.000419;-0.000419;-0.000419;-0.000419;-0.000419;-0.000419;-0.000419;-0.000419;-0.000419;-0.000419;-0.000419;-0.000419;-0.000419;-0.000419;-0.000419;-0.000419
5;-0.000402;-0.000402;-0.000402;-0.000402;-0.000402;-0.000402;-0.000402;-0.000402;-0.000402;-0.000402;-0.000402;-0.000402;-0.000402;-0.000402;-0.000402;-0.000402
6;-0.000361;-0.000361;-0.000361;-0.000361;-0.000361;-0.000361;-0.000361;-0.000361;-0.000361;-0.000361;-0.00036200000000000007;-0.000361;-0.000361;-0.000361;-0.000361;-0.000361
7;-0.000342;-0.000342;-0.000342;-0.000342;-0.000342;-0.000342;-0.000342;-0.000342;-0.000342;-0.000342;-0.000342;-0.000342;-0.000342;-0.000342;-0.000342;-0.000342
8;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365
9;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373;-0.000373
10;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034
11;-0.000363;-0.000363;-0.000363;-0.000363;-0.000363;-0.000363;-0.000363;-0.000363;-0.000363;-0.000363;-0.000363;-0.000363;-0.000363;-0.000363;-0.000363;-0.000363
