;32;45;68;71;72;81;176;206;223;246;247;262;274;287;312;318;325;335;340;347;385;386;404;456;500;520;537;554;560;561;609;612;617;627;637;674;680;686;699;700;753;776;778;783;811;815;833;858;859;884;894;896;897;898;904
0;-3.699999999810353e-05;-4.4999999979741855e-05;-5.500000000179605e-05;-4.8999999989179396e-05;-3.5999999981976393e-05;-5.2999999985097927e-05;-0.0006689999994393972;-4.3999999963079615e-05;-5.999999997382369e-05;-5.799999994256697e-05;-4.9999999957583425e-05;-9.299999992426849e-05;-5.699999994263563e-05;-4.8999999952416744e-05;-5.399999994618845e-05;-8.799999992539099e-05;-4.7999999943091964e-05;-4.9999999939520495e-05;-5.399999993977376e-05;-5.1999999942934106e-05;-4.599999993798529e-05;-5.499999993424448e-05;-5.599999992653406e-05;-5.499999993061051e-05;-5.0999999919515823e-05;-3.3999999941909525e-05;-5.199999991895242e-05;-2.8999999965140315e-05;-5.3999999925702706e-05;-5.3999999911398495e-05;-5.399999991826816e-05;-5.5999999903512335e-05;-5.7999999908313136e-05;-4.499999992878091e-05;-4.2999999938738506e-05;-5.5999999906509104e-05;-4.599999992372091e-05;-5.2999999892058574e-05;-4.7999999903288314e-05;-4.399999991612974e-05;-5.299999988293912e-05;-5.4999999908537106e-05;-5.0999999886666456e-05;-2.9999999953796403e-05;-5.399999986883588e-05;-6.299999986459697e-05;-4.5999999900139274e-05;-4.6999999908860573e-05;-0.0006669999985741833;-5.2999999871166533e-05;-5.399999987850102e-05;-5.199999986677334e-05;-4.7999999889713316e-05;-4.8999999892070884e-05;-0.0006679999981910029
1;-3.699999998661692e-05;-4.499999998428175e-05;-5.3999999981530506e-05;-0.00022799999970187686;-3.499999995216152e-05;-5.2999999968128916e-05;-0.0006689999986244262;-4.399999991576967e-05;-5.999999989905502e-05;-5.799999988248349e-05;-4.899999990851632e-05;-9.29999998145451e-05;-5.6999999863634434e-05;-4.999999988927945e-05;-5.399999986602009e-05;-0.00024799999943448265;-4.899999991328659e-05;-4.999999983008638e-05;-0.0002359999992449464;-5.1999999815383515e-05;-4.5999999832303435e-05;-5.499999981451706e-05;-8.599999969632353e-05;-5.4999999809658065e-05;-0.0001919999992175071;-3.499999984846684e-05;-5.199999981257882e-05;-0.0002909999989136768;-5.499999979413544e-05;-5.399999979423247e-05;-5.399999978873756e-05;-5.699999974394887e-05;-5.799999976291461e-05;-4.4999999838493676e-05;-0.0001619999993219802;-5.599999977748307e-05;-4.5999999810589426e-05;-5.299999976742048e-05;-4.8999999754670444e-05;-4.399999978892091e-05;-5.2999999722559685e-05;-0.0003659999981817484;-5.09999997057165e-05;-2.9999999871013946e-05;-5.399999971150471e-05;-0.0002599999986382601;-4.599999974074381e-05;-4.6999999745107556e-05;-0.0008209999954525418;-5.299999968049017e-05;-5.399999972205278e-05;-5.299999966990343e-05;-4.799999972720372e-05;-4.899999974047648e-05;-0.0006679999957926933
2;-3.6999999985226124e-05;-4.399999996628148e-05;-5.4999999975642296e-05;-0.0002279999997242344;-3.599999995788219e-05;-5.2999999972218547e-05;-0.0006679999986470733;-4.399999991894866e-05;-5.999999991113632e-05;-5.699999990025807e-05;-4.999999990709399e-05;-0.00017399999968009645;-5.599999987484209e-05;-4.999999988985625e-05;-5.2999999890334205e-05;-0.000363999999161417;-4.89999998617839e-05;-4.899999983482757e-05;-0.0002349999992980758;-5.19999998357551e-05;-4.4999999873450645e-05;-5.4999999822275935e-05;-0.0001249999995764992;-5.499999982616921e-05;-0.00019099999925332922;-3.499999985435338e-05;-5.199999981695933e-05;-0.00034299999876451643;-5.499999979809474e-05;-5.3999999785068166e-05;-5.299999979700294e-05;-5.699999978060998e-05;-5.7999999777951235e-05;-4.59999998322518e-05;-0.0001619999993579584;-5.599999979775363e-05;-4.599999981959052e-05;-5.299999977651237e-05;-4.8999999789707176e-05;-4.39999998108907e-05;-5.299999972446735e-05;-0.000365999998319644;-5.099999973239427e-05;-2.9999999873183136e-05;-5.399999971649983e-05;-0.0001999999990087286;-4.599999975831272e-05;-4.6999999767798695e-05;-0.0005949999970819066;-5.299999970977993e-05;-5.3999999751263745e-05;-5.299999970929047e-05;-4.799999974507359e-05;-4.899999977459642e-05;-0.0006689999960499924
3;-3.599999999127264e-05;-4.4999999979261296e-05;-5.499999999734355e-05;-0.00023199999959741996;-0.00023599999961104785;-5.299999996280538e-05;-0.0006689999982029222;-0.00021399999943738906;-0.0002809999992805887;-5.7999999858870454e-05;-4.999999987369345e-05;-0.0005559999984836304;-5.699999982045516e-05;-4.999999984904431e-05;-0.00022399999934668278;-0.00046399999861532296;-4.899999982349013e-05;-4.99999998020057e-05;-0.0002059999992293378;-5.199999979317984e-05;-4.5999999843018754e-05;-5.4999999793000396e-05;-0.00012599999948643587;-0.00026699999890158365;-5.0999999748331305e-05;-3.4999999844215954e-05;-5.099999979024308e-05;-2.8999999880033938e-05;-5.499999974811727e-05;-5.399999975129354e-05;-5.399999973144677e-05;-5.699999972152106e-05;-0.00024999999876124893;-0.00022899999893211576;-4.3999999785247975e-05;-5.599999971301232e-05;-4.5999999767971865e-05;-5.2999999743118015e-05;-4.899999975598461e-05;-4.3999999769842e-05;-5.299999969436781e-05;-5.4999999726747065e-05;-5.099999968086405e-05;-2.9999999861386457e-05;-5.2999999694320596e-05;-0.00015999999915965803;-4.599999973290209e-05;-4.6999999750979385e-05;-0.00046499999746457774;-5.2999999678618076e-05;-5.399999971213859e-05;-5.299999963709329e-05;-4.7999999703315314e-05;-4.899999971854592e-05;-0.000787999994532419
4;-3.6999999982060416e-05;-4.499999997866283e-05;-5.499999998222071e-05;-4.899999993027875e-05;-0.0002359999996628296;-5.2999999977732745e-05;-0.0006679999985091449;-0.00021399999951628892;-0.0002819999994020081;-5.799999987607552e-05;-4.9999999903683324e-05;-0.0005709999986750049;-5.6999999857358015e-05;-4.9999999874835435e-05;-0.00022399999944415887;-0.0007539999979557749;-4.89999998747409e-05;-4.99999998183249e-05;-0.0002059999993605086;-0.00017099999942122185;-4.599999987883625e-05;-5.399999982114261e-05;-8.599999970093118e-05;-5.3999999822470146e-05;-5.0999999802461616e-05;-3.4999999879292584e-05;-5.199999982233717e-05;-2.899999989843649e-05;-5.499999978546946e-05;-5.2999999795140204e-05;-5.3999999797359996e-05;-5.699999978093534e-05;-0.00016799999931358994;-0.0002289999991242824;-4.3999999821890315e-05;-5.5999999767852914e-05;-4.5999999820643586e-05;-5.299999978434402e-05;-4.899999980557434e-05;-4.3999999816997324e-05;-5.2999999757227625e-05;-5.499999976944116e-05;-5.099999974318979e-05;-0.00013399999948332818;-5.3999999754927285e-05;-0.00035299999850627755;-4.599999980449251e-05;-4.699999980349643e-05;-5.499999976939734e-05;-5.299999973584617e-05;-5.3999999761425674e-05;-5.2999999734212e-05;-4.799999976580441e-05;-0.0002199999990157353;-0.0004629999976242609
5;-0.0001929999999568195;-0.00019899999986618117;-5.499999998002189e-05;-0.00016699999976049583;-3.5999999942654996e-05;-5.2999999967866444e-05;-0.0006679999983715098;-4.39999999014538e-05;-5.999999987439034e-05;-5.7999999872625036e-05;-4.9999999887512706e-05;-0.000659999998358732;-5.699999986020357e-05;-4.899999987501176e-05;-5.399999985497601e-05;-0.0007299999978545512;-0.00013299999961361407;-4.999999982646296e-05;-5.3999999806956466e-05;-0.00017199999937325856;-4.5999999871442455e-05;-5.499999980685439e-05;-0.00018599999926842975;-0.00016999999935815672;-5.0999999789855035e-05;-3.3999999863543155e-05;-0.0001559999993791106;-0.00024299999901718537;-5.4999999753009674e-05;-5.399999975920381e-05;-5.399999976708633e-05;-0.00023299999895315228;-0.00016799999923662517;-4.599999980466404e-05;-4.3999999810166e-05;-0.0001449999993103232;-4.4999999799803854e-05;-5.2999999761852026e-05;-4.899999976538297e-05;-4.3999999783903286e-05;-5.299999972295736e-05;-5.4999999742594685e-05;-5.0999999725158645e-05;-0.00013399999943266506;-0.0002179999988418206;-0.0003439999983213634;-4.599999975741947e-05;-4.699999978309648e-05;-0.00015399999924673816;-5.299999972410156e-05;-5.399999973894791e-05;-0.00022999999872808989;-4.799999974585871e-05;-0.00021999999887515223;-5.59999996978701e-05
6;-0.00019299999991871978;-0.00019899999983124698;-5.4999999979516604e-05;-0.00016699999966685776;-3.5999999943763864e-05;-5.1999999951248385e-05;-0.0007959999973436412;-0.00020199999936508866;-5.99999998104024e-05;-5.799999982428546e-05;-4.8999999849166375e-05;-0.0003819999987680221;-5.699999977846363e-05;-4.99999998213122e-05;-5.399999980681475e-05;-5.299999979812073e-05;-4.89999998327626e-05;-4.9999999728772904e-05;-5.3999999723866525e-05;-5.1999999730714325e-05;-4.599999979550217e-05;-5.4999999713204885e-05;-0.0001559999991147083;-0.00016999999905338605;-0.0003439999977623727;-3.499999977641111e-05;-0.00037199999777107987;-0.00024299999853215573;-5.3999999648179686e-05;-5.399999966522643e-05;-5.399999965853908e-05;-0.00023399999837762198;-5.799999960949657e-05;-4.499999973898238e-05;-4.299999972435272e-05;-0.00014499999907761446;-4.599999971339754e-05;-5.2999999627079224e-05;-4.899999963230292e-05;-0.00038999999693244803;-5.29999995348172e-05;-5.499999959180949e-05;-5.099999953966106e-05;-2.99999998161439e-05;-0.00021799999811237435;-0.00048699999617068083;-0.00023399999788812766;-4.6999999658400365e-05;-0.00015399999881370312;-0.000310999997020437;-5.399999956204582e-05;-0.00038999999621749655;-4.799999954585821e-05;-0.0002199999981968131;-5.59999994746846e-05
7;-0.0001529999999584547;-4.399999998413737e-05;-5.499999999392061e-05;-4.899999994398119e-05;-3.599999996078127e-05;-5.299999995723726e-05;-0.0005399999989878275;-0.0003869999992801189;-5.999999990766438e-05;-5.799999989130804e-05;-0.0001889999996644452;-5.199999990991662e-05;-5.699999988826598e-05;-4.9999999888530426e-05;-5.2999999902969293e-05;-5.299999989280811e-05;-4.8999999924055966e-05;-4.999999982608515e-05;-5.399999984778836e-05;-5.199999984592327e-05;-4.499999989726381e-05;-0.00016099999948782922;-5.499999981589892e-05;-5.499999984030729e-05;-0.0003429999986243939;-0.00020899999919835242;-0.0002679999990913169;-2.799999991271135e-05;-5.499999978433645e-05;-5.39999997741264e-05;-5.299999979912757e-05;-0.0002369999990422125;-5.799999976379602e-05;-4.499999983364795e-05;-0.00016199999934662652;-5.599999977588678e-05;-4.5999999819331464e-05;-5.1999999790975264e-05;-4.899999979224292e-05;-0.00025799999884395267;-0.00016199999920162673;-5.49999997706397e-05;-5.099999973330619e-05;-0.00022899999910099158;-0.00021799999893755493;-0.0003429999984969729;-0.0002339999988170519;-4.599999978451772e-05;-5.4999999761126214e-05;-0.0003109999983129104;-5.399999974462581e-05;-5.29999997255191e-05;-4.7999999744900566e-05;-4.899999977451248e-05;-5.599999971224942e-05
8;-0.00015299999995249935;-4.499999996414887e-05;-5.4999999971884424e-05;-0.0002269999996321163;-3.5999999931308854e-05;-5.299999997602738e-05;-0.00014199999967567513;-0.00022999999943821583;-0.00023399999943703282;-5.799999986096801e-05;-0.00018899999954858208;-0.0001429999996627038;-5.599999983664904e-05;-0.00017199999949975807;-5.399999983388491e-05;-0.00016999999950614926;-0.00024999999927799606;-0.0002699999987970511;-0.00023599999909511027;-5.1999999774223304e-05;-4.599999983493686e-05;-0.00035799999843362187;-0.00023699999891343298;-5.4999999787528563e-05;-5.099999972811653e-05;-0.0002089999989796318;-5.099999977495855e-05;-2.89999998722268e-05;-0.0002209999987696306;-0.0002599999985960163;-5.399999972528195e-05;-0.00023699999878342969;-5.799999969559593e-05;-4.5999999769911076e-05;-0.00016199999911065802;-5.599999969723344e-05;-4.599999976227802e-05;-0.00037499999801648986;-4.899999973543124e-05;-4.3999999770141285e-05;-0.0003059999981577112;-5.499999972047087e-05;-0.00024099999853587645;-0.00022899999885221111;-5.3999999694814556e-05;-0.00028999999841504117;-4.5999999715088156e-05;-4.699999974292656e-05;-5.4999999701656485e-05;-5.299999967714203e-05;-5.399999970573912e-05;-5.2999999660492614e-05;-4.7999999715322114e-05;-4.799999972633852e-05;-5.599999966390357e-05
