;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54
0;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.000389;-0.000369;-0.000369;-0.000369;-0.000369;-0.000369;-0.00044500000000000003;-0.00047799999999999996;-0.000259;-0.0005639999999999999;-0.00035;-0.00044;-0.000218;-0.0010170000000000001;-0.000718;-0.0005470000000000001;-0.000351;-0.00016399999999999997;-0.0006;-0.000681
1;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.00035700000000000006;-0.00034;-0.00034;-0.00034;-0.00034;-0.00034;-0.0006709999999999999;-0.00047799999999999996;-0.00035999999999999997;-1.8000000000000004e-05;-0.000488;-0.00047100000000000006;-0.000218;-0.0006360000000000001;-0.000443;-0.000342;-0.00040600000000000006;-0.00016399999999999997;-0.000312;-0.000429
2;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.000365;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.0006709999999999999;-0.00047799999999999996;-0.00035999999999999997;-1.8000000000000004e-05;-0.000428;-0.00047100000000000006;-0.000218;-0.0006360000000000001;-0.000443;-0.000342;-0.00040600000000000006;-0.00016399999999999997;-0.000312;-0.000429
3;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.00039799999999999997;-0.000377;-0.000377;-0.000377;-0.000377;-0.000377;-0.00035999999999999997;-0.00047799999999999996;-0.00035999999999999997;-1.8000000000000004e-05;-0.00038799999999999994;-0.00047100000000000006;-0.000218;-0.0006360000000000001;-0.000443;-0.000342;-0.00040600000000000006;-0.00016399999999999997;-0.000312;-0.000548
4;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.000395;-0.000375;-0.000375;-0.000375;-0.000375;-0.000375;-0.00035999999999999997;-0.00047799999999999996;-0.000464;-1.8000000000000004e-05;-0.0005809999999999999;-0.00047100000000000006;-0.000218;-0.00043400000000000003;-0.000443;-0.000342;-0.00040600000000000006;-0.00016399999999999997;-0.000483;-0.000548
5;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.000403;-0.000382;-0.000382;-0.000382;-0.000382;-0.000382;-0.00035999999999999997;-0.00047799999999999996;-0.000464;-0.000182;-0.000572;-0.00047100000000000006;-0.000218;-0.0005329999999999999;-0.000443;-0.000342;-0.000583;-0.00016399999999999997;-0.000483;-0.000429
6;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.000399;-0.000379;-0.000379;-0.000379;-0.000379;-0.000379;-0.00035999999999999997;-0.00047799999999999996;-0.00035999999999999997;-0.000182;-0.000715;-0.0006590000000000001;-0.000218;-0.0005329999999999999;-0.000701;-0.000342;-0.0007430000000000001;-0.00016399999999999997;-0.000483;-0.000429
7;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.000384;-0.000365;-0.000365;-0.000365;-0.000365;-0.000365;-0.00035999999999999997;-0.00047799999999999996;-0.0005589999999999999;-0.000182;-0.0005710000000000001;-0.0006590000000000001;-0.000218;-0.00043400000000000003;-0.000701;-0.000342;-0.00040600000000000006;-0.00016399999999999997;-0.000312;-0.000429
8;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.000424;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00040100000000000004;-0.00035999999999999997;-0.000668;-0.0005589999999999999;-1.8000000000000004e-05;-0.000518;-0.00047100000000000006;-0.000218;-0.00043400000000000003;-0.000443;-0.000342;-0.00040600000000000006;-0.00016399999999999997;-0.000312;-0.000429
9;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.00041799999999999997;-0.000395;-0.000395;-0.000395;-0.000395;-0.000395;-0.00035999999999999997;-0.000668;-0.00035999999999999997;-1.8000000000000004e-05;-0.000741;-0.000578;-0.000326;-0.0006360000000000001;-0.000443;-0.000441;-0.00040600000000000006;-0.00016399999999999997;-0.000312;-0.000753
10;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.000391;-0.00037;-0.00037;-0.00037;-0.00037;-0.00037;-0.00046600000000000005;-0.00047799999999999996;-0.00035999999999999997;-1.8000000000000004e-05;-0.000641;-0.000578;-0.000326;-0.0006360000000000001;-0.000443;-0.000441;-0.00040600000000000006;-0.00035;-0.000312;-0.000753
11;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.000381;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00036200000000000007;-0.00046600000000000005;-0.00047799999999999996;-0.00035999999999999997;-1.8000000000000004e-05;-0.00047;-0.00047100000000000006;-0.000218;-0.00043400000000000003;-0.000443;-0.000342;-0.00040600000000000006;-0.00035;-0.000312;-0.000429
12;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.000365;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00034700000000000003;-0.00035999999999999997;-0.00047799999999999996;-0.000464;-0.000182;-0.0005949999999999999;-0.00047100000000000006;-0.000218;-0.00043400000000000003;-0.000443;-0.000342;-0.00040600000000000006;-0.00016399999999999997;-0.000312;-0.000429
13;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00037600000000000003;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035700000000000006;-0.00035999999999999997;-0.00047799999999999996;-0.000464;-0.000182;-0.000402;-0.0006590000000000001;-0.000218;-0.00043400000000000003;-0.000597;-0.000342;-0.00040600000000000006;-0.00016399999999999997;-0.000483;-0.000429
